Filename,Mean Pitch (Hz),Mean F1 (Hz),Mean F2 (Hz),Mean Intensity (dB)
a_259bt3.wav,297.1334682,544.6128668,1623.128274,75.55535181
a_259bt4.wav,291.3187077,570.0137852,1718.687206,82.73306338
a_260bt1.wav,253.0086092,587.755242,1502.906147,77.85794863
a_260bt2.wav,248.573696,610.2248649,1660.788201,71.34100867
a_260bt3.wav,246.1511786,676.0402381,1551.894456,75.78468205
a_260bt4.wav,248.9465709,597.9574044,1513.8501,83.00222521
a_26bt1.wav,276.0863373,693.7907939,1362.150272,75.85680062
a_26bt2.wav,270.2840406,681.9603244,1475.780834,72.77770095
a_26bt3.wav,267.1695615,644.3704293,1359.581743,63.22816903
a_26bt4.wav,266.5200611,703.4245641,1498.19886,68.36318858
a_272bt1.wav,302.5861679,624.192126,1737.462633,76.17095809
a_272bt2.wav,345.3950901,383.2280077,1656.120073,72.17943809
a_272bt3.wav,311.3111979,549.4230327,1746.388729,75.35387731
a_272bt4.wav,292.1597923,527.85321,1798.046687,80.95328128
a_274bt1.wav,302.459229,640.6929998,1524.43968,75.73330396
a_274bt2.wav,283.2642616,413.0167137,1437.712075,73.99170529
a_274bt3.wav,307.9084776,565.5551546,1448.392494,75.9447126
a_274bt4.wav,298.3383739,565.2648896,1658.153569,81.92473019
a_275bt1.wav,263.919281,590.5589439,1445.992429,75.37580131
a_275bt2.wav,251.2792156,584.3169065,1470.035178,72.91449677
a_275bt3.wav,250.8369365,647.3960982,1488.028751,74.74709776
a_275bt4.wav,256.1889573,584.1219383,1413.772979,82.38375315
a_277bt1.wav,265.7868931,593.9911008,1714.66288,79.56316639
a_277bt2.wav,258.4072195,594.0218773,1750.692657,74.12113682
a_277bt3.wav,263.4186344,641.1920071,1656.844686,79.12907636
a_277bt4.wav,260.30669,577.7051055,1655.54878,84.80163287
a_280bt1.wav,327.3225252,687.2008357,1378.397227,77.78191214
a_280bt2.wav,180.4805737,526.8661175,1416.236946,75.01130607
a_280bt3.wav,364.7349346,611.3881989,1424.56312,78.62657407
a_280bt4.wav,327.3734724,715.6981934,1438.689786,83.28890864
a_282bt1.wav,327.183308,590.6074914,1673.395648,76.76308811
a_282bt2.wav,337.7774678,400.1425599,1865.329758,73.80702089
a_282bt3.wav,325.3424832,571.7883449,1568.206386,76.91254324
a_282bt4.wav,314.3635055,836.0070446,1969.082022,81.46237768
a_290bt1.wav,251.4126398,642.2535359,1457.64182,75.77084566
a_290bt2.wav,247.1690239,637.3658206,1625.834851,70.99362052
a_290bt3.wav,265.7351669,570.5501229,1413.144532,78.44097539
a_290bt4.wav,255.6181079,715.6632079,1427.795602,79.76847462
a_291bt1.wav,250.1627499,553.3300445,1280.807713,78.79083194
a_291bt2.wav,249.1878902,680.3494849,1536.185283,73.32014713
a_291bt3.wav,251.0066678,549.8800687,1294.823928,76.67008262
a_291bt4.wav,245.8404784,582.2479634,1253.66747,80.34644219
a_294bt1.wav,327.633847,827.7416825,1447.099146,82.41707261
a_294bt2.wav,177.0892932,695.9052909,1363.745728,75.14599734
a_294bt3.wav,293.9157111,734.2054075,1448.217885,80.56520094
a_294bt4.wav,280.4853233,789.9768378,1508.150526,83.31053952
a_296bt1.wav,336.8116558,718.7109197,1394.996711,82.98457904
a_296bt2.wav,382.7228289,636.6483541,1402.539232,77.90699651
a_296bt3.wav,332.9509193,677.9407951,1380.533087,81.62993544
a_296bt4.wav,329.9511875,729.5568934,1343.236911,85.45291903
a_299bt1.wav,332.8248334,654.9239516,1465.47653,75.49766795
a_299bt2.wav,360.9872733,532.4592798,1441.318134,72.4339892
a_299bt3.wav,309.5808124,599.0063027,1495.644006,79.02329599
a_299bt4.wav,306.9896879,723.1082756,1505.091652,81.42255684
a_301bt1.wav,343.7499307,411.9471905,1846.929313,73.2607641
a_301bt2.wav,369.4855397,388.8637716,1982.99445,78.94512659
a_301bt3.wav,339.5712213,482.49625,1859.072925,73.12532046
a_301bt4.wav,351.4911064,494.3112592,1918.826723,79.19283846
a_302bt1.wav,325.2970479,727.2889983,1659.22217,75.37524707
a_302bt2.wav,328.6904415,442.0937013,1852.068535,68.52702285
a_302bt3.wav,319.8386131,669.4415539,1971.854385,76.76810288
a_302bt4.wav,321.2573795,638.1756789,1794.10723,78.67514589
a_307bt1.wav,298.6232421,591.7201383,1495.859671,77.12792609
a_307bt2.wav,296.7547412,441.2865599,1453.666953,72.90655732
a_307bt3.wav,273.5598998,608.5767268,1554.397392,76.69030858
a_307bt4.wav,263.535353,636.7840012,1651.156653,81.23868531
a_309bt1.wav,324.4721996,780.6943141,1381.046217,82.32168185
a_309bt2.wav,335.024523,649.3378523,1237.35293,73.18378456
a_309bt3.wav,318.950782,651.8537141,1496.461637,84.20991943
a_309bt4.wav,330.3147683,740.3069905,1341.346863,84.23350315
a_313bt1.wav,299.4351404,582.5512883,1620.924984,75.51077239
a_313bt2.wav,321.7624905,440.3890935,1738.736114,67.80628582
a_313bt3.wav,291.5953853,598.6153763,1591.634877,69.97550519
a_313bt4.wav,295.884952,582.6679764,1657.005792,77.75176914
a_316bt1.wav,317.2630856,633.6592263,1786.17252,75.71845088
a_316bt2.wav,346.5914511,437.5690507,1814.772208,71.67450668
a_316bt3.wav,329.7640099,601.5107366,1739.413378,76.90004571
a_316bt4.wav,326.6084047,614.9277729,1847.160519,81.39886413
a_318bt1.wav,329.3814687,657.8844088,1670.205693,70.45860919
a_318bt2.wav,349.4092736,387.3305426,1827.610234,71.63923794
a_318bt3.wav,325.9026061,554.8461902,1666.54492,72.76784966
a_318bt4.wav,332.2157162,612.9909629,1710.983606,77.64621378
a_323bt1.wav,229.7995649,395.8577806,1843.668627,77.65315256
a_323bt2.wav,210.4278373,260.8940958,1854.420242,77.70711256
a_323bt3.wav,186.9896802,377.0973605,1666.417163,79.8567074
a_323bt4.wav,214.7271079,473.1220964,1960.666667,80.43898335
a_325bt1.wav,308.4179381,623.3641717,1735.553674,76.55496953
a_325bt2.wav,330.1916346,406.3867654,1846.442321,72.86486422
a_325bt3.wav,297.6842208,539.4703979,1658.601866,75.712495
a_325bt4.wav,284.2979958,516.3721048,1830.660008,80.03089895
a_328bt1.wav,250.3628881,468.8087174,1202.645669,74.94213627
a_328bt2.wav,261.1934071,637.1172592,1537.863966,70.76384828
a_328bt3.wav,266.6902764,740.2785276,1592.326372,63.48321218
a_328bt4.wav,261.0569853,531.9872755,1181.123929,76.20547862
a_330bt1.wav,282.1741413,491.283199,1350.778871,76.45804735
a_330bt2.wav,280.8073572,357.4412042,1463.56513,73.50498305
a_330bt3.wav,272.772273,514.6050491,1312.858312,75.54668229
a_330bt4.wav,255.9582091,520.6569804,1565.229374,83.0644994
a_331bt1.wav,316.7089003,583.055033,1587.746255,76.3558379
a_331bt2.wav,312.5695788,475.1759902,1519.778497,72.32008628
a_331bt3.wav,315.7746612,538.5659236,1448.16915,78.83315199
a_331bt4.wav,282.8581388,539.4722606,1547.548691,83.91177058
a_333bt1.wav,315.8023346,690.1760919,1346.148207,77.33194543
a_333bt2.wav,314.6375596,561.1698214,1230.829673,70.89620349
a_333bt3.wav,283.1254744,644.4202576,1311.570904,79.89828275
a_333bt4.wav,295.6320151,654.5713774,1321.514223,83.86675463
a_341bt1.wav,252.0664652,510.3088704,1570.897921,75.32236716
a_341bt2.wav,251.8116716,414.4499245,1630.540218,72.40905567
a_341bt3.wav,268.0214663,501.1897033,1563.826335,72.96892425
a_341bt4.wav,255.525013,507.3408056,1602.710684,78.45444423
a_34bt1.wav,269.0293051,567.8574455,1736.594627,74.9662653
a_34bt2.wav,260.8992958,544.3153923,1699.609344,69.75606825
a_34bt3.wav,259.8733613,573.7950638,1393.56622,73.05543968
